Time,X,Y,Z
1184768.379,-0.567,0.18,10.411
1184768.398,-1.616,0.368,9.656
1184768.417,-2.027,0.669,10.026
1184768.436,-1.522,0.538,10.225
1184768.456,-1.526,0.453,9.377
1184768.474,-1.944,0.472,8.786
1184768.493,-1.084,0.106,9.028
1184768.513,-0.338,-0.154,9.157
1184768.531,-0.667,-0.247,8.778
1184768.55,-0.527,-0.063,9.456
1184768.569,0.043,-0.022,10.255
1184768.588,-0.535,-0.132,9.971
1184768.607,-1.12,0.12,9.322
1184768.626,-2.058,0.212,9.551
1184768.645,-1.921,0.503,11.004
1184768.663,-1.453,0.336,10.644
1184768.682,-2.327,0.447,9.56
1184768.701,-1.879,0.589,10.189
1184768.72,-0.614,0.31,11.312
1184768.739,-0.969,0.33,10.627
1184768.758,-2.028,0.631,10.146
1184768.777,-0.683,0.58,10.262
1184768.796,-0.724,0.516,10.057
1184768.815,-1.322,0.401,10.057
1184768.834,-0.787,0.283,11.045
1184768.852,-1.376,0.416,9.704
1184768.872,-1.487,0.455,9.657
1184768.891,-0.393,0.101,11.074
1184768.91,-0.895,0.143,10.071
1184768.927,-1.476,0.721,9.971
1184768.948,-0.781,0.584,9.497
1184768.967,-0.519,0.428,9.513
1184768.984,-1.476,0.167,8.897
1184769.005,-1.297,0.304,8.982
1184769.021,-1.286,0.247,9.2
1184769.042,-0.576,0.218,10.462
1184769.06,-0.397,0.052,10.64
1184769.08,-2.155,0.133,9.601
1184769.099,-1.592,0.659,10.249
1184769.118,-0.981,0.471,9.497
1184769.137,-1.281,0.491,8.599
1184769.156,-1,0.582,8.581
1184769.175,-0.007,0.469,10.142
1184769.191,-0.216,0.115,10.611
1184769.213,-1.488,-0.005,9.809
1184769.232,-2.265,-0.016,9.371
1184769.252,-1.281,0.271,10.333
1184769.27,-0.588,0.508,9.959
1184769.289,-0.683,0.455,9.596
1184769.308,-0.225,0.246,10.947
1184769.327,-0.499,-0.186,10.4
1184769.346,-1.908,-0.046,9.195
1184769.365,-2.097,0.111,10.78
1184769.383,-0.488,0.059,10.889
1184769.402,-1.132,-0.12,9.804
1184769.421,-1.805,0.459,9.898
1184769.44,-1.731,0.521,9.998
1184769.459,-0.935,1.162,10.325
1184769.478,0.522,0.863,11.94
1184769.497,-0.341,0.62,10.156
1184769.516,-1.109,0.95,9.692
1184769.535,-1.117,0.728,11.371
1184769.554,-0.524,0.752,11.245
1184769.573,-2.456,0.643,9.929
1184769.591,-0.968,0.816,10.673
1184769.611,-0.063,0.666,9.972
1184769.63,-0.902,0.139,6.55
1184769.649,-0.423,0.613,6.593
1184769.666,0.117,1.324,9.646
1184769.687,1.454,0.326,10.929
1184769.706,1.024,0.204,12.004
1184769.722,-1.053,-0.046,10.179
1184769.744,-3.235,0.112,8.656
1184769.762,-3.76,0.397,8.34
1184769.781,-1.816,0.54,7.961
1184769.798,0.249,0.365,8.36
1184769.819,1.943,0.564,9.149
1184769.838,0.798,0.125,7.481
1184769.856,-0.166,0.155,8.081
1184769.876,-0.378,0.15,10.059
1184769.895,-0.291,-0.228,10.615
1184769.914,-1.731,-0.126,9.693
1184769.933,-2.59,0.191,9.737
1184769.952,-1.942,0.678,9.719
1184769.971,-1.152,0.748,9.871
1184769.99,-0.803,0.922,9.192
1184770.009,0.037,0.892,9.89
1184770.028,0.017,0.674,9.862
1184770.047,-0.592,0.639,10.23
1184770.067,-1.183,0.565,9.724
1184770.085,-1.506,0.447,10.27
1184770.104,-0.928,0.481,10.875
1184770.122,-0.777,0.28,10.614
1184770.141,-1.397,0.398,9.061
1184770.16,-0.584,0.51,10.122
1184770.179,0.043,0.28,10.442
1184770.196,-0.962,0.351,9.655
1184770.217,-1.597,0.486,10.429
1184770.236,-1.491,0.291,9.371
1184770.255,-1.146,0.397,9.017
1184770.274,-0.752,0.403,9.287
1184770.293,-0.196,0.516,9.51
1184770.311,0.105,0.35,10.237
1184770.33,0.306,0.099,10.749
1184770.35,-0.772,0.129,9.61
1184770.369,-1.39,0.32,10.066
1184770.388,-1.391,0.429,10.785
1184770.405,-0.871,0.57,10.368
1184770.426,-0.981,0.577,9.222
1184770.445,-0.872,0.516,9.065
1184770.461,0.268,0.487,9.657
1184770.482,0.486,0.321,10.785
1184770.501,-0.197,0.367,9.528
1184770.52,-0.618,0.302,10.907
1184770.537,-0.824,0.407,11.452
1184770.558,-1.632,0.407,11.254
1184770.577,-2.525,0.942,10.016
1184770.595,-1.786,0.913,10.442
1184770.615,-0.383,1.027,11.149
1184770.634,-0.267,1.092,10.509
1184770.653,0.236,1.01,10.307
1184770.671,-0.562,0.736,9.061
1184770.691,-0.585,0.88,9.677
1184770.71,-0.025,0.474,9.442
1184770.729,0.171,0.493,9.708
1184770.748,-0.773,0.187,9.001
1184770.767,-0.681,0.417,10.788
1184770.786,-0.348,0.207,11.653
1184770.805,-1.531,0.194,9.187
1184770.824,-2.055,0.647,8.065
1184770.842,-0.592,0.471,9.446
1184770.861,0.907,0.37,9.541
1184770.88,-0.773,0.564,7.959
1184770.899,-1.28,0.475,8.855
1184770.918,0.355,0.338,11.321
1184770.937,-0.282,-0.076,9.424
1184770.956,-1.805,0.228,8.37
1184770.975,-0.71,0.563,10.621
1184770.994,0.988,0.383,11.544
1184771.013,-0.22,0.442,9.645
1184771.032,-1.806,1.015,9.137
1184771.051,-1.018,0.763,10.552
1184771.07,-0.535,0.442,10.686
1184771.089,-1.895,0.437,8.688
1184771.108,-0.341,0.43,9.937
1184771.127,0.629,0.367,9.7
1184771.144,-0.586,0.806,10.255
1184771.165,-0.259,0.799,11.832
1184771.183,0.086,0.682,12.376
1184771.2,-1.999,0.665,9.713
1184771.221,-3.069,1.185,9.302
1184771.24,-0.946,1.088,10.175
1184771.259,0.199,0.732,9.752
1184771.276,-0.647,0.832,7.581
1184771.297,0.305,0.673,9.336
1184771.316,1.38,0.246,10.51
1184771.333,-0.77,-0.009,7.766
1184771.354,-1.378,0.428,8.262
1184771.373,0.268,0.589,12.225
1184771.392,0.44,-0.195,10.84
1184771.41,-2.181,0.135,8.879
1184771.43,-2.563,0.467,9.565
1184771.449,-0.823,0.399,10.277
1184771.468,-0.574,0.185,7.909
1184771.487,-0.818,0.272,6.6
1184771.506,0.962,0.477,9.475
1184771.525,1.752,0.002,10.797
1184771.544,-0.171,-0.166,9.515
1184771.562,-1.351,0.042,11.356
1184771.58,-1.853,0.161,11.046
1184771.601,-2.016,0.66,10.541
1184771.619,-2.564,1.32,9.738
1184771.638,-1.008,1.258,10.13
1184771.657,0.606,1.258,11.377
1184771.676,-0.571,1.076,10.133
1184771.693,-0.872,0.748,10.828
1184771.714,-0.793,0.267,11.288
1184771.733,-1.597,0.133,9.999
1184771.752,-1.288,0.248,9.901
1184771.771,-0.512,0.375,10.309
1184771.79,-0.695,0.429,8.559
1184771.809,-1.168,0.76,7.852
1184771.828,0.164,1.184,9.884
1184771.847,-0.39,0.928,9.463
1184771.866,-0.995,1.106,9.05
1184771.884,-0.611,0.839,10.083
1184771.904,-1.11,0.416,9.509
1184771.922,-1.127,0.246,9.894
1184771.94,-0.682,0.1,11.318
1184771.96,-0.983,-0.212,8.809
1184771.979,-1.668,-0.04,7.335
1184771.998,-1.542,-0.105,6.353
1184772.015,-0.008,-0.532,7.464
1184772.036,1.262,-0.271,10.911
1184772.055,1.108,-0.772,9.65
1184772.072,-0.67,-0.502,10.416
1184772.093,-1.482,-0.137,10.124
1184772.112,-2.354,-0.059,10.73
1184772.131,-3.046,0.845,12.421
1184772.148,-2.744,1.285,11.319
1184772.169,-2.285,1.555,10.274
1184772.188,-1.909,2.03,10.551
1184772.204,-1.152,2.075,10.694
1184772.226,-0.681,1.539,9.859
1184772.245,-0.417,0.933,9.692
1184772.264,1.136,0.271,12.039
1184772.282,0.984,-0.116,10.808
1184772.301,-0.909,0.245,8.848
1184772.32,-1.481,0.365,9.632
1184772.34,-0.867,0.501,10.797
1184772.358,-0.883,0.151,9.771
1184772.377,-1.601,0.131,8.153
1184772.396,-1.035,0.328,9.31
1184772.416,-0.477,0.056,8.82
1184772.434,-0.36,-0.07,8.787
1184772.453,-0.517,0.131,9.037
1184772.472,-0.316,0.05,9.645
1184772.491,-0.841,0.044,9.779
1184772.51,-2.223,-0.117,8.418
1184772.529,-2.563,0.29,8.58
1184772.548,-1.197,0.588,11.047
1184772.567,-0.206,0.407,10.699
1184772.586,-1.191,0.769,9.257
1184772.605,-1.497,1.254,9.737
1184772.624,-0.262,1.122,10.477
1184772.642,-0.702,0.927,9.487
1184772.661,-1.219,1.049,9.12
1184772.679,0.073,0.851,11.041
1184772.697,0.486,0.117,10.173
1184772.718,-0.886,0.295,9.183
1184772.737,-0.792,0.568,9.984
1184772.754,0.176,0.437,9.872
1184772.775,-0.129,0.294,10.765
1184772.794,-1.26,0.419,11.209
1184772.81,-1.58,0.498,9.838
1184772.832,-2.414,0.2,9.339
1184772.851,-1.834,0.357,9.425
1184772.869,-0.342,0.089,10.229
1184772.887,0.365,-0.028,10.353
1184772.908,-0.48,0.012,9.345
1184772.927,-1.308,0.199,9.046
1184772.945,-1.054,0.218,11.111
1184772.965,-0.542,0.223,11.872
1184772.984,-1.9,0.274,10.414
1184773.002,-2.543,0.891,9.815
1184773.021,-1.804,1.045,10.987
1184773.04,-0.437,1.171,10.656
1184773.059,-0.767,1.138,10.225
1184773.079,-0.616,1.059,10.357
1184773.097,-0.18,0.886,12.561
1184773.116,-1.701,0.697,9.326
1184773.135,-2.785,0.716,7.739
1184773.155,-1.063,0.4,9.188
1184773.173,0.658,0.412,10.053
1184773.192,-0.453,0.113,8.185
1184773.208,-0.072,0.642,9.857
1184773.23,-0.36,0.124,8.737
1184773.249,-1.349,0.261,8.968
1184773.268,-1.995,0.129,9.131
1184773.287,-1.409,0.054,10.32
1184773.306,-1.334,-0.045,8.626
1184773.325,-2.443,0.319,7.121
1184773.344,-1.625,0.454,8.224
1184773.363,0.157,0.216,8.567
1184773.381,0.059,0.225,8.668
1184773.4,0.041,0.082,9.619
1184773.419,-0.177,-0.2,10.387
1184773.438,-1.684,0.014,9.967
1184773.458,-2.125,0.196,11.235
1184773.474,-2.31,0.403,10.773
1184773.493,-2.668,0.738,8.212
1184773.512,-2.037,1.038,8.282
1184773.531,0.877,0.848,11.232
1184773.55,1.638,0.185,10.801
1184773.569,-0.376,0.228,10.304
1184773.588,-0.849,0.444,11.523
1184773.606,-1.187,0.202,12.296
1184773.625,-2.303,0.3,11.111
1184773.644,-2.378,0.988,10.447
1184773.663,-0.715,1.149,11.236
1184773.682,-0.259,0.956,10.008
1184773.701,-0.184,1.063,10.246
1184773.72,-0.529,0.562,10.676
1184773.739,-0.049,0.306,11.642
1184773.758,-1.05,0.324,10.334
1184773.777,-2.245,0.623,9.177
1184773.796,-0.593,0.885,11.184
1184773.815,-0.404,0.51,9.114
1184773.834,-1.711,0.797,7.789
1184773.853,-0.831,0.564,10.154
1184773.872,0.09,0.118,10.587
1184773.891,-1.506,0.289,8.13
1184773.91,-1.987,0.548,8.859
1184773.929,-0.234,0.458,10.778
1184773.948,-0.542,0.119,8.805
1184773.967,-2.206,0.462,7.831
1184773.985,-0.977,0.274,9.397
1184774.004,-0.209,0.036,10.005
1184774.023,-0.666,0.374,9.138
1184774.042,-1.101,0.35,9.49
1184774.061,-0.956,0.475,9.079
1184774.08,-0.929,0.772,8.503
1184774.099,-0.301,0.694,9.437
1184774.118,-0.096,0.571,9.06
1184774.137,-0.617,0.602,9.023
1184774.156,-1.041,0.565,9.537
1184774.175,-0.73,0.521,10.724
1184774.194,-1.268,0.419,9.577
1184774.212,-1.147,0.602,10.765
1184774.231,-1.017,0.487,9.726
1184774.251,-1.252,0.733,8.063
1184774.27,-0.847,0.672,9.842
1184774.289,0.371,0.336,10.956
1184774.308,-0.462,0.288,9.175
1184774.326,-1.78,0.284,7.52
1184774.345,-0.574,0.411,10.833
1184774.364,0.305,0.218,10.497
1184774.383,-0.445,0.448,9.994
1184774.402,-0.743,0.361,10.457
1184774.422,-1.769,0.375,9.296
1184774.44,-2.506,0.947,10.204
1184774.459,-1.102,0.723,10.363
1184774.478,-0.758,0.391,9.929
1184774.498,-1.311,0.691,8.781
1184774.516,0.439,0.673,10.734
1184774.535,0.036,0.35,9.32
1184774.554,-0.732,0.557,9.67
1184774.573,-0.457,0.443,11.649
1184774.592,-1.47,0.181,9.426
1184774.611,-2.22,0.371,9.962
1184774.63,-0.795,0.424,10.821
1184774.649,-0.573,0.121,8.753
1184774.668,-1.004,0.552,8.907
1184774.686,0.752,0.385,12.193
1184774.705,0.269,0.202,10.539
1184774.724,-2.427,0.568,8.888
1184774.743,-2.109,0.785,11.355
1184774.762,-0.353,0.638,9.947
1184774.781,-0.599,1.032,11.108
1184774.8,-0.529,1.151,11.026
1184774.819,-0.514,0.974,9.816
1184774.838,-1.598,1.189,9.682
1184774.857,-0.573,0.831,11.995
1184774.876,-0.255,0.571,11.035
1184774.895,-1.992,0.662,8.562
1184774.914,-1.007,0.825,9.634
1184774.933,0.539,0.574,9.507
1184774.952,-0.037,0.336,7.852
1184774.97,0.084,0.698,10.028
1184774.99,0.114,0.397,10.057
1184775.009,-0.76,0.179,9.141
1184775.028,-1.656,0.304,9.665
1184775.047,-1.571,0.219,10.009
1184775.065,-1.282,0.182,9.048
1184775.084,-1.08,0.644,8.902
1184775.104,-1.108,0.813,8.785
1184775.122,-0.38,0.883,8.374
1184775.141,-0.189,0.578,8.422
1184775.16,-0.074,0.333,9.602
1184775.179,0.273,0.044,10.936
1184775.198,-0.259,0.152,11.706
1184775.217,-1.292,0.146,10.417
1184775.236,-2.711,0.623,9.36
1184775.255,-2.682,1.107,9.651
1184775.274,-0.403,0.491,9.862
1184775.293,0.39,0.31,9.506
1184775.312,-0.149,0.304,9.574
1184775.331,0.281,0.239,11.063
1184775.35,0.382,0.118,12.453
1184775.369,-0.983,0.206,10.916
1184775.388,-2.57,0.516,9.602
1184775.406,-2.78,1.355,10.663
1184775.425,-1.339,1.245,10.865
1184775.444,-0.314,1.081,10.572
1184775.463,-0.434,1.087,9.656
1184775.483,0.096,0.767,10.344
1184775.501,-0.096,0.373,10.201
1184775.52,-0.145,0.484,11.888
1184775.539,-0.995,0.594,10.576
1184775.558,-2.184,1.013,8.646
1184775.577,-2.153,0.795,8.644
1184775.596,-0.314,0.473,9.517
1184775.615,0.953,-0.071,9.943
1184775.634,0.236,-0.038,8.894
1184775.653,-0.312,0.26,8.464
1184775.672,-0.606,0.385,11.142
1184775.691,-0.618,0.314,11.072
1184775.71,-2.305,0.447,7.943
1184775.729,-2.865,0.879,8.632
1184775.748,-0.728,0.88,10.131
1184775.767,1.255,0.782,10.59
1184775.786,-0.64,0.968,8.8
1184775.805,-1.109,1.056,9.196
1184775.824,-1.526,1.033,9.278
1184775.842,-0.404,0.694,11.071
1184775.861,0.315,0.752,10.901
1184775.88,-1.686,0.645,8.546
1184775.899,-1.134,0.863,8.859
1184775.918,0.92,0.49,10.935
1184775.937,-0.086,0.269,8.943
1184775.956,-1.507,0.453,8.971
1184775.975,-1.285,0.291,9.442
1184775.994,-0.572,0.14,9.79
1184776.013,-0.206,-0.037,10.154
1184776.032,-0.508,0.131,8.512
1184776.051,-1.269,0.252,9.758
1184776.07,-0.767,0.849,11.171
1184776.089,-1.385,0.644,10.146
1184776.108,-2.344,1.325,9.183
1184776.127,-0.974,0.928,9.979
1184776.146,0.074,0.491,10.235
1184776.165,0.044,0.599,10.09
1184776.184,-0.291,0.584,10.626
1184776.202,-0.984,0.693,9.497
1184776.221,-2.156,1.278,8.933
1184776.24,-1.26,0.77,9.031
1184776.259,0.266,0.63,9.426
1184776.279,-0.252,0.407,9.628
1184776.299,-0.27,0.59,9.293
1184776.316,-0.505,0.493,12.144
1184776.335,-1.141,0.418,10.07
1184776.354,-2.899,0.651,8.494
1184776.373,-2.799,0.988,7.859
1184776.394,-0.718,0.466,8.684
1184776.411,0.068,0.073,7.92
1184776.43,0.696,0.403,9.306
1184776.449,0.866,0.133,10.704
1184776.468,-0.818,-0.075,7.74
1184776.489,-1.392,0.454,11.247
1184776.507,-0.702,0.388,12.003
1184776.527,-2.502,0.005,8.42
1184776.546,-3.602,1.242,8.044
1184776.562,-0.227,1.372,12.268
1184776.581,0.853,0.484,9.216
1184776.603,-0.833,0.88,7.643
1184776.621,0.582,0.846,11.436
1184776.639,1.216,0.001,10.637
1184776.659,-1.36,0.554,9.968
1184776.678,-0.594,0.705,12.971
1184776.695,-1.324,0.12,9.37
1184776.714,-2.747,1.166,9.597
1184776.733,-0.572,1.211,11.751
1184776.752,0.152,0.65,10.286
1184776.771,-1.596,1.209,9.99
1184776.79,-0.772,0.8,11.854
1184776.809,-1.808,0.462,8.626
1184776.828,-1.036,0.657,10.828
1184776.848,-0.148,0.437,10.177
1184776.866,-1.089,0.625,8.914
1184776.885,-1.319,0.892,8.951
1184776.904,-0.588,0.661,8.598
1184776.923,-0.526,0.339,9.614
1184776.941,-0.149,0.176,10.571
1184776.96,-0.471,0.264,9.457
1184776.979,-1.993,0.423,9.785
1184776.998,-1.602,0.844,9.949
1184777.017,-1.954,0.747,8.051
1184777.036,-0.958,0.964,9.12
1184777.055,0.183,0.447,8.724
1184777.074,-0.705,0.353,8.115
1184777.093,-0.63,0.694,10.602
1184777.112,0.515,0.271,10.579
1184777.131,-1.212,0.056,8.656
1184777.15,-2.235,0.682,10.864
1184777.169,-1.89,0.487,10.026
1184777.188,-1.883,0.704,8.353
1184777.207,-0.599,0.742,10.389
1184777.225,0.512,0.413,10.54
1184777.245,-0.822,0.508,8.957
1184777.264,-0.21,0.775,10.792
1184777.282,-0.402,0.259,9.838
1184777.301,-1.686,0.611,9.194
1184777.32,-0.916,0.934,10.892
1184777.339,-0.383,0.675,10.759
1184777.358,-0.911,1.168,10.142
1184777.377,-1.077,0.966,10.029
1184777.396,-0.486,0.805,10.53
1184777.415,-0.414,0.716,11.398
1184777.434,-0.691,0.87,10.8
1184777.452,-2.308,0.892,8.613
1184777.472,-1.214,1.09,9.699
1184777.491,1.286,0.422,9.119
1184777.51,0.024,0.05,7.222
1184777.529,0.204,0.477,9.923
1184777.549,0.558,-0.083,10.655
1184777.567,-0.505,0.449,10.157
1184777.586,-1.339,0.587,11.115
1184777.605,-1.871,0.475,9.531
1184777.624,-2.557,0.741,9.211
1184777.643,-0.81,0.836,11.159
1184777.661,-0.279,0.303,9.17
1184777.683,-1.426,0.51,8.114
1184777.699,-0.5,0.02,9.551
1184777.721,0.866,-0.196,12.258
1184777.739,-0.316,-0.136,11.802
1184777.759,-1.477,0.578,11.589
1184777.775,-2.387,1.21,11.265
1184777.796,-3.587,1.65,9.831
1184777.813,-1.821,1.862,10.886
1184777.834,0.085,1.519,12.141
1184777.852,-1.762,1.419,8.922
1184777.872,-1.224,1.601,9.574
1184777.889,0.375,0.692,10.758
1184777.908,0.371,-0.093,9.259
1184777.927,-0.629,-0.236,8.803
1184777.948,-1.071,0.206,8.94
1184777.968,-2.039,0.119,7.66
1184777.983,-1.775,0.522,7.617
1184778.005,0.278,0.794,9.541
1184778.022,0.935,0.234,7.885
1184778.042,-0.27,0.064,7.316
1184778.059,-0.104,0.503,10.285
1184778.078,0.127,0.151,9.418
1184778.097,-1.453,0.255,9.772
1184778.117,-2.263,0.292,8.748
1184778.137,-1.428,0.481,8.8
1184778.155,-0.699,0.288,8.73
1184778.175,0.632,0.173,9.48
1184778.191,0.62,0.167,10.093
1184778.211,0.919,0.357,10.983
1184778.229,-0.707,0.334,9.7
1184778.249,-2.072,0.673,8.884
1184778.268,-1.008,0.954,11.102
1184778.288,-0.19,0.784,11.081
1184778.306,-1.602,1.21,10.761
1184778.325,-0.571,1.247,11.965
1184778.346,0.396,1.026,12.628
1184778.362,-0.927,0.923,12.887
1184778.383,-2.445,1.064,10.636
1184778.4,-2.834,1.27,8.508
1184778.419,-0.937,0.716,8.158
1184778.44,0.671,0.322,8.282
1184778.459,0.888,-0.087,8.985
1184778.477,1.617,-0.3,9.906
1184778.495,1.303,-0.659,9.761
1184778.514,-0.421,-0.037,9.996
1184778.533,-1.474,0.223,10.803
1184778.554,-2.921,0.341,10.547
1184778.572,-3.128,0.8,9.872
1184778.59,-2.358,0.765,8.353
1184778.611,-1.205,0.93,8.416
1184778.628,0.807,0.781,8.82
1184778.647,1.07,0.387,8.062
1184778.666,-0.11,0.417,8.492
1184778.687,0.457,0.361,12.205
1184778.706,-0.109,-0.15,9.679
1184778.722,-2.303,0.053,9.163
1184778.744,-1.651,0.831,12.289
1184778.76,-0.983,0.369,9.968
1184778.779,-1.778,1.195,8.87
1184778.798,-1.205,0.978,9.19
1184778.817,0.498,0.807,10.162
1184778.836,0.187,0.417,11.038
1184778.855,-0.092,0.263,10.377
1184778.874,-1.708,-0.004,8.876
1184778.893,-2.006,0.69,10.784
1184778.912,-0.547,0.525,11.327
1184778.931,-1.112,0.379,8.488
1184778.95,-1.526,0.684,10.145
1184778.969,-0.661,0.837,11.051
1184778.987,-0.822,0.501,9.107
1184779.007,-1.17,0.638,9.373
1184779.028,-0.629,0.095,10.076
1184779.047,-0.981,0.028,8.273
1184779.064,-0.984,0.213,10.639
1184779.085,-0.092,0.16,10.556
1184779.104,-1.26,0.276,7.88
1184779.121,-2.013,0.676,9.027
1184779.142,-0.268,0.754,11.022
1184779.16,0.525,0.271,9.606
1184779.179,-1.723,0.587,7.626
1184779.198,-1.386,0.625,9.332
1184779.217,0.786,0.315,12.113
1184779.234,0.186,0.005,9.841
1184779.253,-2.558,0.336,7.873
1184779.274,-1.305,0.687,10.138
1184779.293,0.486,0.051,11.314
1184779.312,0.491,0.108,9.502
1184779.332,-1.895,0.355,8.989
1184779.35,-1.104,0.569,10.205
1184779.369,0.414,0.408,12.069
1184779.388,-0.51,0.331,9.625
1184779.407,-2.205,0.568,8.861
1184779.426,-1.129,0.636,9.951
1184779.445,0.296,0.705,11.909
1184779.464,-0.777,0.76,10.637
1184779.483,-2.147,1.174,8.709
1184779.501,-1.385,1.13,8.706
1184779.52,0.365,0.891,11.001
1184779.539,0.324,0.303,10.679
1184779.558,-1.136,0.254,9.234
1184779.577,-1.263,0.137,8.779
1184779.596,-1.501,0.161,8.531
1184779.615,-0.572,0.302,9.893
1184779.634,-0.014,-0.166,8.013
1184779.653,-0.486,-0.25,7.892
1184779.671,-0.109,0.051,9.127
1184779.691,0.369,-0.032,10.733
1184779.71,-0.359,-0.119,11.242
1184779.727,-1.508,0.064,9.862
1184779.748,-3.078,0.302,8.791
1184779.767,-3.297,1.134,8.591
1184779.786,-1.446,0.761,9.591
1184779.802,1.114,0.527,10.063
1184779.824,0.474,0.741,9.12
1184779.843,-0.667,0.879,9.365
1184779.86,-0.184,0.493,11.218
1184779.88,0.254,0.161,10.977
1184779.899,-1.483,0.198,9.503
1184779.918,-2.244,0.586,9.135
1184779.936,-0.775,0.714,11.401
1184779.956,0.758,0.073,10.444
1184779.975,-0.326,-0.068,6.959
1184779.994,-0.44,0.448,10.285
1184780.013,0.423,0.117,12.782
1184780.032,-0.496,0.248,10.462
1184780.051,-2.728,0.641,9.783
1184780.07,-1.798,0.586,10.315
1184780.089,-0.587,0.223,10.283
1184780.108,-0.371,0.254,10.155
1184780.128,-1.011,0.474,10.119
1184780.146,-1.005,0.55,10.755
1184780.165,-0.551,0.124,9.175
1184780.184,-0.731,-0.058,9.286
1184780.202,-0.365,0.155,11.785
1184780.222,0.673,0.37,13.023
1184780.238,-1.834,0.315,9.267
1184780.259,-3.388,1.246,7.708
1184780.278,-2.019,0.98,10.075
1184780.297,1.57,0.783,12.987
1184780.316,0.551,0.225,9.772
1184780.335,-2.275,0.641,8.078
1184780.354,-1.244,0.669,10.577
1184780.373,0.894,0.257,10.329
1184780.392,-0.512,0.17,7.66
1184780.41,-1.098,0.594,8.508
1184780.43,0.327,0.465,10.618
1184780.449,0.557,0.241,9.586
1184780.466,-0.072,0.223,8.778
1184780.487,0.11,-0.032,10.03
1184780.506,-0.99,-0.092,9.109
1184780.525,-1.75,0.382,8.438
1184780.541,-0.957,0.29,9.372
1184780.563,0.722,0.185,10.09
1184780.581,0.369,0.09,9.212
1184780.599,-1.462,0.647,8.614
1184780.62,-2.326,0.872,8.615
1184780.638,-0.155,0.84,12.025
1184780.657,0.45,-0.004,8.964
1184780.675,-1.041,0.326,7.632
1184780.695,-0.78,0.332,11.083
1184780.714,0.73,0.533,11.686
1184780.733,-1.463,0.233,8.626
1184780.752,-2.108,0.484,7.708
1184780.771,-0.042,0.217,11.574
1184780.79,1.304,-0.416,10.079
1184780.809,-0.908,-0.122,8.755
1184780.828,-1.235,0.213,10.51
1184780.847,0.21,0.109,12.469
1184780.867,-1.451,-0.139,9.466
1184780.885,-2.137,0.313,9.513
1184780.904,-0.483,0.23,12.696
1184780.923,0.364,0.213,12.021
1184780.941,-1.226,0.568,10.014
1184780.96,-2.791,0.995,7.265
1184780.979,-0.453,0.882,12.764
1184780.998,1.78,0.304,13.554
1184781.017,-0.963,0.248,9.868
1184781.036,-2.607,1.004,9.789
1184781.055,-1.297,0.947,11.376
1184781.074,0.284,0.528,10.378
1184781.093,-0.911,0.879,8.073
1184781.112,-1.333,0.827,6.973
1184781.131,-0.347,0.552,6.601
1184781.15,0.505,0.662,8.376
1184781.169,0.927,0.302,7.941
1184781.188,0.858,-0.441,7.48
1184781.206,0.217,-0.027,9.161
1184781.226,-0.756,-0.011,8.25
1184781.242,-1.465,0.278,8.188
1184781.264,-1.382,0.314,8.339
1184781.281,-1.091,-0.094,6.32
1184781.302,-0.541,-0.431,5.9
1184781.32,0.187,-0.241,7.916
1184781.337,0.53,-0.713,8.307
1184781.358,1.104,-0.869,9.308
1184781.377,1.002,-0.971,9.827
1184781.396,0.452,-1.184,9.497
1184781.413,-0.586,-0.601,11.227
1184781.434,-2.207,-0.611,10.861
1184781.453,-3.105,-0.063,10.672
1184781.471,-2.183,0.788,11.303
1184781.491,0.326,0.955,12.735
1184781.51,1.154,1.104,12.278
1184781.529,-0.149,1.398,10.91
1184781.548,-0.517,1.412,12.655
1184781.567,-0.285,1.25,13.219
1184781.586,-0.767,0.872,13.298
1184781.605,-0.722,0.772,11.851
1184781.622,0.037,0.899,14.2
1184781.643,-0.253,0.471,12.344
1184781.662,-1.278,0.742,10.448
1184781.68,-2.372,0.596,8.683
1184781.699,-0.102,0.581,11.133
1184781.718,0.796,-0.263,10.369
1184781.737,0.18,-0.276,8.742
1184781.756,-0.507,-0.309,9.736
1184781.775,0.128,0.085,11.557
1184781.794,-0.903,-0.278,9.832
1184781.813,-2.548,0.326,6.741
1184781.83,-2.443,0.632,8.425
1184781.851,0.224,0.818,10.795
1184781.87,1.523,0.072,9.624
1184781.889,-0.435,0.452,7.591
1184781.908,-0.398,0.472,7.877
1184781.927,-0.033,0.288,9.169
1184781.945,1.053,0.221,10.355
1184781.965,0.089,0.003,9.059
1184781.984,-1.257,0.105,7.419
1184782.003,-0.947,0.073,9.143
1184782.02,0.023,0.273,9.445
1184782.04,0.199,-0.092,10.164
1184782.059,-0.667,0.333,9.925
1184782.076,-1.727,0.531,10.807
1184782.097,-1.329,0.666,10.711
1184782.116,-0.675,0.605,9.86
1184782.135,-1.208,0.571,9.615
1184782.152,-0.663,0.649,9.07
1184782.173,0.233,0.327,10.48
1184782.192,0.779,-0.066,10.445
1184782.21,0.333,-0.047,10.411
1184782.23,-0.907,-0.157,8.24
1184782.246,-0.677,0.24,11.151
1184782.268,-0.405,0.022,11.393
1184782.286,-0.886,0.341,9.987
1184782.306,-1.592,0.55,9.976
1184782.325,-1.233,0.571,9.896
1184782.344,-0.056,0.705,11.382
1184782.363,-0.384,0.66,9.407
1184782.382,-1.214,0.863,9.322
