Time,X,Y,Z
1184527.802,-0.121,0.198,10.01
1184527.824,-0.122,0.328,10.13
1184527.843,-0.073,0.318,9.956
1184527.86,-0.255,0.264,9.975
1184527.881,-0.299,0.199,9.9
1184527.9,-0.356,0.002,9.909
1184527.916,-0.275,-0.028,9.643
1184527.938,-0.276,0.022,9.743
1184527.957,-0.257,0.056,9.572
1184527.976,-0.409,0.18,9.512
1184527.993,-0.374,0.179,9.583
1184528.014,-0.371,0.285,9.521
1184528.033,-0.39,0.202,9.499
1184528.05,-0.456,0.264,9.476
1184528.07,-0.27,0.17,9.868
1184528.089,-0.27,0.133,9.523
1184528.108,-0.116,0.029,9.912
1184528.127,-0.288,-0.026,9.744
1184528.146,-0.227,0.002,10.143
1184528.165,-0.365,-0.005,9.828
1184528.185,-0.386,0.115,10.014
1184528.203,-0.372,0.085,10.026
1184528.222,-0.289,0.14,10.005
1184528.241,-0.116,0.154,10.246
1184528.261,-0.131,0.243,10.289
1184528.279,-0.426,0.308,10.212
1184528.298,-0.429,0.436,10.249
1184528.317,-0.426,0.229,9.852
1184528.336,-0.123,0.428,10.389
1184528.355,-0.07,0.374,10.244
1184528.374,-0.206,0.638,10.07
1184528.392,-0.286,0.7,10.115
1184528.411,-0.267,0.678,9.87
1184528.43,-0.18,0.593,9.906
1184528.449,-0.041,0.615,9.817
1184528.468,-0.032,0.481,9.781
1184528.487,-0.037,0.467,9.615
1184528.506,0.093,0.405,9.967
1184528.525,0.067,0.479,9.785
1184528.544,0.059,0.499,9.841
1184528.563,-0.058,0.478,9.789
1184528.582,-0.054,0.475,9.945
1184528.6,-0.207,0.377,9.775
1184528.62,-0.21,0.363,9.823
1184528.639,-0.219,0.332,9.75
1184528.656,-0.117,0.397,10.082
1184528.675,-0.137,0.347,9.953
1184528.696,-0.219,0.391,9.945
1184528.715,-0.358,0.388,9.723
1184528.731,-0.115,0.38,10.091
1184528.753,0.046,0.491,10.034
1184528.771,-0.027,0.639,9.844
1184528.789,-0.125,0.66,9.579
1184528.807,0.059,0.636,9.779
1184528.828,0.43,0.475,9.886
1184528.847,0.402,0.387,9.481
1184528.865,0.189,0.363,9.612
1184528.885,0.281,0.245,9.808
1184528.904,0.242,0.352,9.685
1184528.923,0.18,0.288,9.807
1184528.942,0.003,0.334,9.779
1184528.961,-0.019,0.312,9.866
1184528.98,-0.104,0.242,9.65
1184528.999,-0.155,0.337,9.848
1184529.018,0.024,0.325,10.219
1184529.037,-0.013,0.4,9.944
1184529.056,0.074,0.338,9.963
1184529.075,0.018,0.392,9.668
1184529.094,0.242,0.484,9.74
1184529.113,0.458,0.461,9.659
1184529.131,0.649,0.605,9.61
1184529.15,0.543,0.614,9.719
1184529.169,0.35,0.712,9.549
1184529.188,0.338,0.726,9.868
1184529.207,0.247,0.74,9.675
1184529.226,0.206,0.846,9.698
1184529.245,0.327,0.834,9.823
1184529.264,0.275,0.956,9.805
1184529.283,0.254,1.053,9.971
1184529.302,0.165,1.081,9.753
1184529.321,0.214,1.084,9.731
1184529.339,0.254,1.028,9.724
1184529.359,0.269,1.1,9.795
1184529.378,0.204,1.11,9.862
1184529.395,0.037,1.148,9.68
1184529.416,-0.069,1.232,9.899
1184529.435,0.08,1.266,9.962
1184529.454,-0.093,1.305,9.859
1184529.47,-0.398,1.333,9.799
1184529.492,-0.257,1.364,10.228
1184529.51,-0.428,1.297,10.072
1184529.527,-0.488,1.314,9.657
1184529.548,-0.513,1.354,9.303
1184529.567,0.016,1.332,9.771
1184529.586,0.265,1.439,9.626
1184529.604,0.153,1.588,9.541
1184529.624,-0.092,1.681,9.375
1184529.643,-0.079,1.866,9.558
1184529.662,0.131,1.886,9.778
1184529.681,-0.032,2.124,9.377
1184529.7,0.131,2.429,9.913
1184529.719,-0.019,2.489,9.542
1184529.738,-0.189,2.45,9.898
1184529.757,-0.216,2.265,9.681
1184529.776,-0.21,2.137,9.911
1184529.795,-0.378,2.064,10.229
1184529.811,-0.397,2.097,10.046
1184529.833,-0.481,2.094,10.624
1184529.852,-0.511,2.039,9.924
1184529.87,-0.445,2.1,10.139
1184529.889,-0.137,2.093,10.144
1184529.908,0.175,1.932,10.247
1184529.927,0.18,1.807,10.211
1184529.944,0.054,1.799,10.175
1184529.965,-0.031,1.738,10.034
1184529.984,-0.273,1.702,9.848
1184530.003,-0.331,1.728,9.304
1184530.022,0.064,1.776,9.742
1184530.041,0.266,1.89,9.645
1184530.06,0.318,1.932,9.498
1184530.078,0.17,1.929,9.616
1184530.098,0.236,1.929,9.155
1184530.117,0.476,1.905,9.201
1184530.135,0.591,1.994,9.371
1184530.155,0.747,2.036,9.125
1184530.174,0.846,2.256,9.315
1184530.193,0.973,2.294,9.285
1184530.21,1.089,2.356,9.323
1184530.23,1.06,2.207,9.394
1184530.249,0.786,2.112,9.463
1184530.266,0.476,2.012,9.805
1184530.287,0.113,1.941,9.883
1184530.306,-0.111,1.75,10.078
1184530.325,-0.298,1.709,10.186
1184530.342,-0.289,1.649,10.243
1184530.363,-0.154,1.6,10.371
1184530.382,0.082,1.607,10.063
1184530.4,0.449,1.589,10.075
1184530.42,0.557,1.599,9.747
1184530.439,0.572,1.576,9.464
1184530.458,0.809,1.512,10.132
1184530.477,0.976,1.419,9.872
1184530.496,0.783,1.419,10.067
1184530.515,0.714,1.366,9.573
1184530.534,0.637,1.221,9.659
1184530.553,0.412,1.122,9.378
1184530.572,0.515,1.116,9.486
1184530.59,0.442,1.013,9.589
1184530.609,0.467,1.021,9.831
1184530.628,0.131,0.873,9.507
1184530.647,0.011,0.674,9.545
1184530.666,0.07,0.493,9.272
1184530.685,0.18,0.332,9.759
1184530.704,0.411,0.191,9.726
1184530.723,0.424,-0.029,9.588
1184530.742,0.235,-0.193,9.421
1184530.761,0.572,-0.256,9.707
1184530.78,0.568,0.035,10.203
1184530.799,0.377,0.29,9.999
1184530.815,0.247,0.423,10.089
1184530.837,0.212,0.571,9.986
1184530.856,0.33,0.38,9.927
1184530.874,0.772,0.186,9.225
1184530.894,1.122,0.17,10.06
1184530.913,1.088,0.023,9.668
1184530.932,0.65,0.316,9.541
1184530.949,0.577,0.16,9.577
1184530.969,0.487,0.298,9.443
1184530.988,0.668,0.423,9.833
1184531.005,0.692,0.394,9.771
1184531.026,0.595,0.551,9.796
1184531.045,0.535,0.316,9.797
1184531.064,0.534,0.204,9.798
1184531.081,0.805,0.066,9.994
1184531.102,0.996,0.026,9.675
1184531.121,1.174,0.19,10.16
1184531.139,1.292,0.193,9.796
1184531.159,1.15,0.29,10.072
1184531.178,0.914,0.383,10.167
1184531.197,0.626,0.496,9.968
1184531.215,0.801,0.31,10.725
1184531.233,0.793,0.187,10.283
1184531.254,0.967,0.316,10.729
1184531.273,0.83,0.133,10.846
1184531.292,0.769,0.468,9.718
1184531.311,0.821,0.387,10.116
1184531.329,1.136,0.338,9.181
1184531.349,1.439,0.514,9.338
1184531.367,1.357,0.361,9.01
1184531.386,0.956,0.66,9.336
1184531.405,0.87,0.589,9.522
1184531.424,0.147,0.523,8.781
1184531.443,-0.134,0.669,9.391
1184531.462,-0.398,0.887,9.589
1184531.481,-0.574,1.043,9.376
1184531.5,-0.978,1.488,9.955
1184531.519,-1.032,1.902,9.116
1184531.538,-1.03,2.324,10.124
1184531.557,-0.716,2.184,10.075
1184531.576,-1.02,1.984,9.689
1184531.595,-0.947,2.093,9.72
1184531.614,-0.119,1.757,9.936
1184531.633,0.163,1.534,10.313
1184531.652,0.395,1.715,10.662
1184531.671,0.829,1.67,9.839
1184531.688,1.508,1.725,10.099
1184531.708,1.928,1.513,9.116
1184531.727,1.782,1.433,8.927
1184531.744,1.875,1.421,8.686
1184531.765,2.155,1.46,8.695
1184531.784,2.698,1.675,9.718
1184531.803,2.734,1.848,10.173
1184531.819,2.289,1.764,10.515
1184531.841,1.407,1.875,10.301
1184531.86,0.558,1.629,9.975
1184531.877,0.076,1.34,9.997
1184531.898,-0.113,1.149,10.389
1184531.917,-0.031,0.765,10.146
1184531.936,0.099,0.771,9.932
1184531.954,0.15,0.892,9.376
1184531.974,0.598,0.986,9.177
1184531.993,0.799,1.165,9.939
1184532.012,0.89,1.352,10.327
1184532.031,1.109,1.425,10.952
1184532.05,1.005,1.811,10.52
1184532.068,0.535,2.032,10.203
1184532.088,0.066,1.985,9.346
1184532.106,0.183,1.873,9.415
1184532.125,0.783,1.331,9.236
1184532.145,1.101,1.046,9.527
1184532.163,1.107,0.85,9.889
1184532.182,0.533,0.679,9.261
1184532.201,-0.301,0.627,9.117
1184532.22,-0.689,0.783,9.656
1184532.239,-0.835,0.805,9.54
1184532.258,-0.938,1.003,9.56
1184532.277,-0.974,1.214,9.481
1184532.296,-0.743,1.43,9.842
1184532.315,-0.712,1.512,9.235
1184532.334,-0.409,1.5,9.47
1184532.353,0.407,1.82,8.94
1184532.372,1.483,1.833,8.583
1184532.391,2.099,1.943,9.244
1184532.41,2.357,1.815,8.986
1184532.428,2.001,1.685,9.382
1184532.447,1.765,1.68,9.912
1184532.466,1.429,1.662,10.002
1184532.483,1.256,1.378,10.361
1184532.502,1.255,1.375,10.364
1184532.523,1.138,1.605,10.733
1184532.542,1.192,1.873,10.646
1184532.559,1.012,2.168,10.236
1184532.58,1.089,2.323,10.37
1184532.599,1.438,2.334,9.961
1184532.616,1.725,2.245,9.589
1184532.637,1.789,1.784,9.619
1184532.656,1.7,1.568,9.693
1184532.675,1.486,1.427,9.195
1184532.692,1.54,1.295,9.991
1184532.713,1.144,1.325,9.84
1184532.732,0.844,1.246,10.743
1184532.75,0.5,1.106,10.582
1184532.77,-0.185,0.934,9.887
1184532.789,-1.051,0.819,9.385
1184532.807,-1.523,0.966,9.268
1184532.824,-1.43,1.11,9.195
1184532.845,-0.864,1.045,9.156
1184532.864,-0.25,1.132,9.291
1184532.884,0.126,1.307,9.73
1184532.902,0.143,1.387,9.796
1184532.921,-0.23,1.46,10.041
1184532.94,-0.452,1.5,10.101
1184532.959,-0.505,1.484,9.822
1184532.978,-0.452,1.485,9.614
1184532.997,0.169,1.555,9.801
1184533.016,0.882,1.598,9.63
1184533.035,0.746,1.845,9.32
1184533.054,0.473,1.924,8.714
1184533.073,0.506,1.872,8.522
1184533.092,0.914,1.806,8.556
1184533.111,1.151,1.74,8.549
1184533.13,1.28,1.869,9.198
1184533.149,1.204,1.829,9.437
1184533.167,0.891,1.844,10.154
1184533.186,0.492,1.936,10.24
1184533.205,-0.075,1.911,10.778
1184533.223,-0.584,1.763,10.45
1184533.243,-0.395,1.668,10.627
1184533.262,0.04,1.563,10.219
1184533.281,0.006,1.369,9.941
1184533.298,-0.009,1.192,9.747
1184533.319,0.592,0.919,10.322
1184533.338,0.446,0.735,9.951
1184533.354,0.412,0.909,10.505
1184533.376,0.041,1.124,10.371
1184533.395,0.376,1.223,10.952
1184533.414,0.399,1.373,10.958
1184533.431,-0.042,1.463,10.394
1184533.452,-0.307,1.526,9.886
1184533.471,-0.27,1.157,9.389
1184533.489,-0.012,0.944,8.781
1184533.509,-0.143,0.964,7.941
1184533.527,-0.048,0.921,8.083
1184533.546,0.189,0.916,8.86
1184533.565,0.071,0.903,8.785
1184533.584,-0.539,0.836,8.301
1184533.603,-0.763,0.992,9.238
1184533.623,-0.754,1.044,9.719
1184533.641,-1.036,1.005,9.956
1184533.66,-1.584,1.157,9.986
1184533.679,-1.64,1.439,10.355
1184533.699,-1.678,1.543,10.595
1184533.717,-1.693,1.715,10.047
1184533.736,-1.419,1.954,10.073
1184533.755,-0.271,1.875,10.55
1184533.774,0.622,2.039,11.048
1184533.791,0.555,2.068,10.688
1184533.812,0.731,2.198,10.624
1184533.828,1.151,2.378,10.831
1184533.85,1.286,2.38,10.487
1184533.869,1.474,2.341,10.454
1184533.887,1.711,2.275,10.254
1184533.906,1.564,1.957,9.714
1184533.925,1.11,1.549,8.879
1184533.944,0.754,1.287,8.775
1184533.963,0.487,1.177,9.183
1184533.982,0.155,1.068,9.405
1184534.001,-0.087,1.058,10.012
1184534.02,-0.819,1.144,10.194
1184534.037,-1.585,1.416,10.765
1184534.058,-2.393,1.454,10.694
1184534.077,-2.969,1.555,10.327
1184534.093,-3.049,1.683,10.242
1184534.115,-2.536,1.498,9.637
1184534.134,-1.418,1.238,8.846
1184534.153,-0.044,1.171,8.637
1184534.169,1.237,1.297,8.765
1184534.191,1.625,1.381,9.277
1184534.21,1.419,1.418,9.397
1184534.227,1.033,1.497,9.626
1184534.248,0.5,1.473,9.067
1184534.266,-0.003,1.44,8.84
1184534.285,0,1.47,9.559
1184534.304,-0.07,1.406,9.461
1184534.323,-0.179,1.563,9.71
1184534.342,-0.498,1.616,9.633
1184534.362,-0.61,1.534,9.933
1184534.38,-0.6,1.321,9.871
1184534.399,-0.72,1.283,10.292
1184534.418,-0.678,1.452,10.305
1184534.438,-0.72,1.549,10.03
1184534.456,-0.676,1.551,10.209
1184534.475,-0.268,1.536,10.139
1184534.494,0.078,1.455,10.521
1184534.513,0.015,1.562,9.713
1184534.532,-0.164,1.647,9.969
1184534.551,-0.37,1.648,9.762
1184534.57,-0.066,1.709,9.663
1184534.589,0.231,1.66,9.566
1184534.608,0.385,1.701,9.513
1184534.626,0.127,1.725,9.463
1184534.645,-0.306,1.603,9.327
1184534.664,0.096,1.555,10.207
1184534.683,0.635,1.346,10.63
1184534.702,0.487,1.392,10.201
1184534.721,0.115,1.631,9.931
1184534.74,-0.571,1.568,9.284
1184534.759,-0.224,1.47,9.754
1184534.778,0.245,1.195,10.024
1184534.797,0.305,1.38,9.668
1184534.816,-0.417,1.503,9.85
1184534.832,-0.943,1.65,9.993
1184534.854,-1.048,1.568,9.985
1184534.873,-1.232,1.454,9.856
1184534.892,-1.354,1.47,9.129
1184534.908,-1.004,1.503,9.899
1184534.93,-0.687,1.575,9.81
1184534.949,-0.51,1.713,10.419
1184534.966,-0.133,1.789,10.479
1184534.986,0.062,1.823,10.96
1184535.005,0.046,1.788,10.514
1184535.024,0.103,1.758,10.094
1184535.042,0.409,1.813,10.161
1184535.06,1.096,1.698,10.136
1184535.081,1.39,1.514,9.461
1184535.1,1.483,1.056,8.65
1184535.119,1.291,0.333,8.458
1184535.138,1.065,-0.08,8.879
1184535.157,1.146,-0.234,9.213
1184535.176,0.884,-0.429,9.172
1184535.195,0.655,-0.356,9.729
1184535.214,0.212,-0.397,9.746
1184535.233,-0.696,-0.486,9.651
1184535.252,-0.978,-0.273,10.261
1184535.271,-1.157,-0.142,10.553
1184535.29,-0.952,-0.055,10.646
1184535.309,-0.697,-0.045,10.311
1184535.328,-0.23,-0.055,10.277
1184535.347,-0.293,-0.124,9.652
1184535.366,-0.163,-0.266,9.285
1184535.384,0.494,-0.422,9.705
1184535.403,0.947,-0.558,9.564
1184535.422,0.872,-0.277,9.833
1184535.441,0.384,-0.114,9.603
1184535.46,-0.051,0.112,9.687
1184535.479,-0.058,0.101,9.728
1184535.498,0.093,0.109,9.464
1184535.517,0.586,0.26,9.786
1184535.536,0.71,0.375,9.206
1184535.555,0.795,0.474,9.384
1184535.573,0.578,0.325,9.528
1184535.593,0.516,0.185,10.394
1184535.612,0.12,0.222,10.194
1184535.631,-0.544,0.253,9.559
1184535.648,-0.699,0.303,10.454
1184535.669,-0.109,0.156,10.836
1184535.688,0.018,0.148,11.118
1184535.704,0.146,0.247,11.184
1184535.725,-0.038,0.353,11.042
1184535.744,-0.135,0.264,10.964
1184535.763,0.186,0.263,10.636
1184535.781,0.615,0.144,10.049
1184535.801,1.254,0.248,9.614
1184535.82,1.759,0.229,8.586
1184535.836,1.703,0.196,8.456
1184535.858,1.654,0.207,9.119
1184535.877,1.205,0.242,8.78
1184535.896,0.984,0.155,8.488
1184535.915,0.56,-0.088,8.473
1184535.934,0.452,-0.046,9.17
1184535.953,0.03,-0.226,9.435
1184535.973,-0.655,-0.061,9.509
1184535.991,-1.062,0.175,10.193
1184536.01,-1.195,0.292,10.219
1184536.029,-1.225,0.206,10.551
1184536.048,-0.7,0.139,10.369
1184536.067,0.097,0.15,10.386
1184536.085,0.688,-0.124,10.377
1184536.104,1.169,-0.057,9.985
1184536.123,1.206,-0.247,10.139
1184536.142,1.11,-0.217,9.772
1184536.161,1.158,-0.051,10.006
1184536.18,0.802,-0.096,9.702
1184536.199,0.227,0.017,9.341
1184536.218,0.273,0.068,9.798
1184536.237,0.396,0.2,9.676
1184536.256,0.125,0.212,9.266
1184536.275,-0.03,0.319,9.46
1184536.294,0.399,0.315,10.151
1184536.311,0.428,0.363,9.271
1184536.332,0.446,0.175,9.29
1184536.348,0.679,-0.094,9.516
1184536.37,0.954,-0.235,9.729
1184536.387,0.923,-0.329,10.156
1184536.408,0.827,-0.135,10.317
1184536.427,0.615,0.173,10.92
1184536.443,0.128,0.248,10.64
1184536.464,-0.011,0.419,11.174
1184536.483,-0.146,0.446,11.324
1184536.502,-0.221,0.52,10.309
1184536.519,-0.063,0.343,10.183
1184536.54,0.316,0.176,9.724
1184536.559,0.754,0.258,9.567
1184536.577,0.93,0.129,9.071
1184536.597,1.375,0.241,9.237
1184536.616,1.509,0.29,9.113
1184536.635,1.57,0.301,9.42
1184536.653,1.666,0.557,9.854
1184536.673,1.444,0.464,9.743
1184536.692,0.702,0.661,9.322
1184536.711,0.251,0.367,9.596
1184536.73,0.127,0.052,9.366
1184536.749,0.172,-0.041,9.376
1184536.768,0.108,-0.382,9.26
1184536.788,0.56,-0.227,9.722
1184536.805,0.528,-0.362,10.465
1184536.824,0.249,-0.339,10.228
1184536.841,0.434,-0.089,11.004
1184536.862,0.4,-0.251,10.645
1184536.881,0.099,-0.061,9.578
1184536.9,0.675,-0.349,9.804
1184536.919,0.881,-0.552,9.234
1184536.938,0.986,-0.355,9.615
1184536.957,0.667,-0.118,9.193
1184536.976,0.327,-0.009,8.966
1184536.995,0.89,-0.08,9.481
1184537.014,0.769,-0.22,9.905
1184537.033,0.702,-0.137,10.181
1184537.052,0.028,-0.003,10.175
1184537.071,-0.847,0.19,9.607
1184537.09,-1.406,0.32,9.689
1184537.109,-0.961,0.135,9.488
1184537.127,0.3,-0.113,9.588
1184537.147,1.364,0.155,9.387
1184537.166,2.266,0.203,9.204
1184537.182,2.257,0.475,9.543
1184537.203,1.551,0.419,10.303
1184537.222,1.008,0.306,10.447
1184537.241,0.909,0.371,10.626
1184537.258,0.566,0.398,10.717
1184537.279,0.07,0.42,10.103
1184537.298,-0.267,0.614,9.729
1184537.316,-0.119,0.507,10.024
1184537.336,0.432,0.553,10.187
1184537.355,0.492,0.375,10.221
1184537.374,0.521,0.137,10.672
1184537.392,0.454,0.089,10.733
1184537.412,-0.143,0.312,9.908
1184537.431,-0.113,0.107,9.496
1184537.45,0.494,-0.068,9.35
1184537.469,0.801,-0.266,9.299
1184537.488,0.99,-0.26,10.236
1184537.507,0.779,-0.142,9.9
1184537.526,0.346,-0.131,9.992
1184537.545,-0.227,-0.179,10.35
1184537.563,-0.395,-0.238,10.501
1184537.583,-0.947,-0.326,10.114
1184537.601,-1.309,-0.617,10.047
1184537.62,-0.434,-0.392,9.801
1184537.637,-0.03,-0.446,9.315
1184537.658,0.211,-0.35,9.131
1184537.677,0.857,-0.093,9.852
1184537.696,1.006,0.082,9.79
1184537.715,1.018,0.084,10.057
1184537.734,1.127,0.188,10.146
1184537.753,0.935,0.246,10.345
1184537.772,0.798,0.257,10.132
1184537.791,0.507,0.321,9.537
1184537.807,0.405,0.257,9.363
1184537.829,0.47,0.069,9.458
1184537.845,0.62,-0.04,9.893
1184537.865,0.601,0.018,9.926
1184537.886,0.068,-0.23,9.679
1184537.905,-0.151,-0.003,10.236
1184537.922,-0.107,-0.027,10.902
1184537.942,-0.277,0.044,10.981
1184537.961,-0.456,0.193,10.627
1184537.98,-0.486,0.37,10.99
1184537.997,-0.492,0.236,10.648
1184538.018,-0.338,0.4,10.286
1184538.037,0.029,-0.132,9.939
1184538.054,0.309,-0.075,9.303
1184538.075,0.701,-0.096,9.764
1184538.094,0.517,-0.025,9.435
1184538.113,0.315,0.088,9.705
1184538.13,-0.081,0.196,9.641
1184538.151,-0.259,0.169,9.515
1184538.17,-0.543,0.172,9.217
1184538.188,-0.423,0.228,9.37
1184538.208,-0.28,0.325,9.835
1184538.227,-0.204,0.493,9.133
1184538.246,0.079,0.611,10.337
1184538.265,-0.383,0.485,9.725
1184538.283,-0.551,0.423,9.906
1184538.302,-0.483,0.109,10.658
1184538.323,-0.439,-0.165,10.043
1184538.34,-0.307,0.106,10.125
1184538.359,-0.622,0.282,10.341
1184538.378,-0.591,0.704,10.139
1184538.397,-0.384,0.936,10.417
1184538.416,-0.368,1.092,9.792
1184538.435,-0.096,1.149,10.152
1184538.454,0.064,1.003,9.919
1184538.473,0.208,0.935,9.502
1184538.492,0.196,0.767,9.35
1184538.511,0.335,0.648,8.913
1184538.53,0.567,0.54,9.193
1184538.549,1.027,0.62,9.689
1184538.568,1.022,0.541,10.167
1184538.587,0.647,0.685,10.038
1184538.606,-0.376,0.547,9.652
1184538.625,-0.566,0.347,10.376
1184538.643,-0.142,0.186,10.339
1184538.661,-0.046,0.135,10.465
1184538.681,-0.685,0.011,9.694
1184538.7,-0.927,-0.051,9.62
1184538.719,-0.253,-0.259,10.343
1184538.736,-0.066,-0.232,9.828
1184538.757,-0.013,-0.131,9.527
1184538.776,-0.014,-0.087,9.578
1184538.793,0.226,-0.068,9.821
1184538.811,0.644,-0.1,10.055
1184538.833,0.742,-0.039,9.997
1184538.849,0.712,0.146,9.452
1184538.869,0.742,0.258,9.192
1184538.89,1.198,0.243,9.079
1184538.907,1.548,0.286,9.273
1184538.927,1.925,0.149,9.265
1184538.947,1.941,0.206,9.119
1184538.966,1.284,-0.098,8.613
1184538.985,0.828,-0.344,8.896
1184539.003,0.872,-0.269,9.418
1184539.022,1.114,-0.101,10.411
1184539.041,1.134,0.1,10.474
1184539.061,0.408,0.485,10.473
1184539.079,-0.131,0.767,10.728
1184539.098,-0.051,0.527,10.445
1184539.117,0.579,0.461,10.522
1184539.137,2.042,0.02,10.277
1184539.155,2.188,0.284,10.259
1184539.174,1.879,0.223,10.058
1184539.193,1.441,0.298,9.949
1184539.212,1.57,0.493,9.797
1184539.231,1.307,0.455,8.971
1184539.25,1.422,0.233,8.536
1184539.269,1.575,0.15,9.257
1184539.288,1.777,0.017,9.905
1184539.307,1.114,-0.278,9.622
1184539.326,0.942,-0.314,10.131
1184539.345,0.542,-0.205,10.16
1184539.364,-0.222,-0.021,9.34
1184539.382,-0.109,-0.332,9.35
1184539.401,0.534,-0.218,9.712
1184539.42,1.051,-0.177,9.784
1184539.439,0.811,0.126,10.16
1184539.458,1.087,0.248,9.79
1184539.476,1.121,0.254,9.948
1184539.496,1.094,0.14,9.864
1184539.515,1.142,0.097,9.624
1184539.531,1.218,0.083,9.569
1184539.553,1.524,-0.092,9.402
1184539.572,1.142,0.295,9.225
1184539.591,1.253,-0.193,9.819
1184539.608,0.988,0.136,10.084
1184539.629,0.857,-0.222,10.803
1184539.648,0.661,-0.133,10.314
1184539.665,0.692,-0.045,10.308
1184539.686,0.698,-0.283,10.217
1184539.705,1.01,0.064,10.333
1184539.724,1.362,0.027,10.244
1184539.742,1.021,0.259,9.743
1184539.761,1.678,0.453,9.33
1184539.78,2.038,0.417,9.267
1184539.8,2.138,0.516,9.351
1184539.818,2.31,0.474,8.889
1184539.837,1.754,0.389,8.776
1184539.853,1.782,0.387,9.062
1184539.876,1.67,0.18,9.47
1184539.894,1.38,0.057,9.512
1184539.913,1.195,-0.136,10.156
1184539.932,0.868,-0.15,10.485
1184539.951,0.478,-0.15,10.873
1184539.97,0.255,-0.504,10.922
1184539.989,1.084,-0.77,10.495
1184540.008,1.637,-0.775,10.169
1184540.027,1.776,-0.781,9.909
1184540.046,2.337,-0.465,9.875
1184540.065,2.376,-0.267,10.163
1184540.084,2.097,0.023,9.23
1184540.103,2.203,0.091,10.192
1184540.121,1.699,-0.001,9.214
1184540.14,1.289,0.032,9.08
1184540.159,1.049,-0.355,8.799
1184540.178,1.627,-0.094,9.293
1184540.196,1.17,-0.674,9.312
1184540.215,0.981,-0.687,9.306
1184540.235,0.994,-0.742,9.65
1184540.254,0.743,-0.543,9.269
1184540.271,0.657,-0.184,9.091
1184540.292,0.624,-0.092,9.969
1184540.311,1.034,0.14,8.946
1184540.33,1.455,0.285,10.028
1184540.346,1.962,0.551,9.835
1184540.368,2.638,0.669,10.704
1184540.387,2.951,0.797,9.455
1184540.404,2.936,1.04,9.734
1184540.425,2.872,0.794,10.041
1184540.444,2.287,0.927,9.892
1184540.463,2.071,0.408,10.654
1184540.48,1.814,0.623,9.202
1184540.5,1.754,0.483,9.714
1184540.519,1.698,0.443,9.516
1184540.538,1.627,0.614,10.094
1184540.557,1.426,0.283,10.278
1184540.576,1.308,0.274,9.906
1184540.595,1.32,0.319,10.668
1184540.615,0.726,0.438,9.904
1184540.633,0.821,0.429,10.338
1184540.652,0.714,0.126,9.401
1184540.672,1.054,0.362,9.988
1184540.69,1.716,0.386,9.73
1184540.709,1.864,0.539,8.743
1184540.728,1.81,0.182,9.385
1184540.747,2.105,0.605,9.854
1184540.766,1.792,0.429,9.86
1184540.785,1.009,0.508,9.092
1184540.804,1.228,0.649,10.426
1184540.82,0.974,0.819,9.463
1184540.842,0.674,0.583,9.961
1184540.858,1.054,0.571,10.65
1184540.879,1.218,0.529,10.322
1184540.898,0.67,0.066,10.175
1184540.917,0.814,0.257,9.962
1184540.936,0.826,-0.034,10.484
1184540.955,0.525,0.219,9.468
1184540.974,0.74,0.187,9.825
1184540.993,0.976,0.541,9.736
1184541.01,1.235,0.691,8.742
1184541.031,1.398,0.514,9.858
1184541.05,1.792,0.778,10.55
1184541.069,1.374,0.663,9.159
1184541.085,0.707,0.499,9.626
1184541.107,0.937,0.527,10.495
1184541.126,0.535,0.34,9.717
1184541.143,-0.154,-0.008,8.975
1184541.164,0.114,-0.183,9.491
1184541.183,0.472,0.044,9.529
1184541.202,0.17,-0.062,8.988
1184541.219,0.261,0.119,9.379
1184541.239,0.265,0.394,9.37
1184541.258,-0.07,0.55,10.29
1184541.277,-0.058,0.87,11.161
1184541.296,-0.514,0.947,11.272
1184541.315,-1.233,1.058,10.528
1184541.334,-0.718,1.1,11.345
1184541.353,-0.307,1.166,9.904
1184541.372,0.06,0.929,9.442
1184541.391,0.384,0.516,8.272
1184541.411,2.343,1.342,9.299
1184541.429,4.106,1.92,9.371
1184541.448,3.025,1.555,9.387
1184541.465,1.81,1.348,9.962
1184541.486,0.914,1.422,8.822
1184541.505,0.455,1.203,9.2
1184541.524,0.932,1.294,10.364
1184541.543,1.102,1.181,10.136
1184541.562,0.551,0.796,9.9
1184541.58,0.437,1.268,9.941
1184541.599,0.656,1.246,10.812
1184541.618,0.455,1.375,10.294
1184541.637,0.763,1.34,9.728
1184541.656,1.745,1.534,10.11
1184541.675,2.153,1.524,9.669
1184541.694,2.273,1.423,9.237
1184541.713,2.215,1.381,8.286
1184541.732,2.465,1.516,9.212
1184541.75,2.193,1.321,9.443
1184541.77,1.831,0.924,9.139
1184541.789,2.002,1.285,10.222
1184541.808,1.337,1.303,9.458
1184541.824,0.501,1.459,9.907
1184541.846,0.131,1.41,9.748
1184541.862,0.189,1.191,9.691
1184541.881,0.296,0.94,9.904
1184541.903,0.842,0.893,10.148
1184541.922,1.246,0.86,10.871
1184541.94,0.844,0.991,9.927
1184541.958,0.82,1.424,9.529
1184541.978,0.905,1.588,9.065
1184541.997,1.701,1.666,8.797
1184542.015,2.814,1.526,9.927
1184542.035,3.186,1.211,9.321
1184542.054,3.152,1.122,9.943
1184542.073,1.968,1.503,10.237
1184542.092,1.317,1.75,10.334
1184542.111,0.732,1.625,9.754
